4,26,6
8,4,35
4,5,7
6,6,15
6,11,4
5,5,41
3,5,19
4,17,3
1,8,10
10,15,6
5,51,9
3,5,27
2,11,15
3,9,16
6,11,2
4,12,4
4,4,7
6,40,5
4,4,13
6,5,33
2,14,3
